icd9_code	icd9_phe	potential_matches
4291	Myocardial degeneration	
4294	Functional disturbances following cardiac surgery	ICD10_code:I97190:phenoname:Other postprocedural cardiac functional disturbances following cardiac surgery|ICD10_code:I97130:phenoname:Postprocedural heart failure following cardiac surgery|ICD10_code:I97110:phenoname:Postprocedural cardiac insufficiency following cardiac surgery|ICD10_code:I970:phenoname:Postcardiotomy syndrome
43321	Occlusion and stenosis of vertebral artery with cerebral infarction	ICD10_code:I63219:phenoname:Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery|ICD10_code:I63119:phenoname:Cerebral infarction due to embolism of unspecified vertebral artery|ICD10_code:I63019:phenoname:Cerebral infarction due to thrombosis of unspecified vertebral artery
43400	Cerebral thrombosis without mention of cerebral infarction	ICD10_code:I6629:phenoname:Occlusion and stenosis of unspecified posterior cerebral artery|ICD10_code:I6619:phenoname:Occlusion and stenosis of unspecified anterior cerebral artery|ICD10_code:I6609:phenoname:Occlusion and stenosis of unspecified middle cerebral artery
43410	Cerebral embolism without mention of cerebral infarction	ICD10_code:I669:phenoname:Occlusion and stenosis of unspecified cerebral artery|ICD10_code:I6629:phenoname:Occlusion and stenosis of unspecified posterior cerebral artery|ICD10_code:I6619:phenoname:Occlusion and stenosis of unspecified anterior cerebral artery|ICD10_code:I6609:phenoname:Occlusion and stenosis of unspecified middle cerebral artery
4371	Other generalized ischemic cerebrovascular disease	ICD10_code:I6789:phenoname:Other cerebrovascular disease|ICD10_code:I6782:phenoname:Cerebral ischemia|ICD10_code:I6781:phenoname:Acute cerebrovascular insufficiency
43821	Late effects of cerebrovascular disease, hemiplegia affecting dominant side	ICD10_code:I69952:phenoname:Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left dominant side|ICD10_code:I69951:phenoname:Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side
43822	Late effects of cerebrovascular disease, hemiplegia affecting nondominant side	ICD10_code:I69954:phenoname:Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left non-dominant side|ICD10_code:I69953:phenoname:Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right non-dominant side
43889	Other late effects of cerebrovascular disease	ICD10_code:I69998:phenoname:Other sequelae following unspecified cerebrovascular disease|ICD10_code:I69898:phenoname:Other sequelae of other cerebrovascular disease
4420	Aneurysm of artery of upper extremity	
4421	Aneurysm of renal artery	
4422	Aneurysm of iliac artery	
4478	Other specified disorders of arteries and arterioles	ICD10_code:I7789:phenoname:Other specified disorders of arteries and arterioles|ICD10_code:I773:phenoname:Arterial fibromuscular dysplasia
448	Disease of capillaries	
45341	Acute venous embolism and thrombosis of deep vessels of proximal lower extremity	ICD10_code:I824Y9:phenoname:Acute embolism and thrombosis of unspecified deep veins of unspecified proximal lower extremity|ICD10_code:I82439:phenoname:Acute embolism and thrombosis of unspecified popliteal vein|ICD10_code:I82429:phenoname:Acute embolism and thrombosis of unspecified iliac vein|ICD10_code:I82419:phenoname:Acute embolism and thrombosis of unspecified femoral vein
45342	Acute venous embolism and thrombosis of deep vessels of distal lower extremity	ICD10_code:I824Z9:phenoname:Acute embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity|ICD10_code:I82499:phenoname:Acute embolism and thrombosis of other specified deep vein of unspecified lower extremity|ICD10_code:I82449:phenoname:Acute embolism and thrombosis of unspecified tibial vein
45350	Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity	ICD10_code:I82599:phenoname:Chronic embolism and thrombosis of other specified deep vein of unspecified lower extremity|ICD10_code:I82509:phenoname:Chronic embolism and thrombosis of unspecified deep veins of unspecified lower extremity
45351	Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity	ICD10_code:I825Y9:phenoname:Chronic embolism and thrombosis of unspecified deep veins of unspecified proximal lower extremity|ICD10_code:I82539:phenoname:Chronic embolism and thrombosis of unspecified popliteal vein|ICD10_code:I82529:phenoname:Chronic embolism and thrombosis of unspecified iliac vein|ICD10_code:I82519:phenoname:Chronic embolism and thrombosis of unspecified femoral vein
45352	Chronic venous embolism and thrombosis of deep vessels of distal lower extremity	ICD10_code:I825Z9:phenoname:Chronic embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity|ICD10_code:I82549:phenoname:Chronic embolism and thrombosis of unspecified tibial vein
455	Hemorrhoids	
458	Hypotension	
4582	Iatrogenic hypotension	
45829	Other iatrogenic hypotension	ICD10_code:I9581:phenoname:Postprocedural hypotension|ICD10_code:I952:phenoname:Hypotension due to drugs
4599	Unspecified circulatory system disorder	ICD10_code:I999:phenoname:Unspecified disorder of circulatory system|ICD10_code:I879:phenoname:Disorder of vein, unspecified
461	Acute sinusitis	
465	Acute upper respiratory infections of multiple or unspecified sites	
466	Acute bronchitis and bronchiolitis	
471	Nasal polyps	
472	Chronic pharyngitis and nasopharyngitis	
473	Chronic sinusitis	
477	Allergic rhinitis	
478	Other diseases of upper respiratory tract	
4789	Other and unspecified diseases of upper respiratory tract	ICD10_code:J399:phenoname:Disease of upper respiratory tract, unspecified|ICD10_code:J398:phenoname:Other specified diseases of upper respiratory tract
481	Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]	ICD10_code:J181:phenoname:Lobar pneumonia, unspecified organism|ICD10_code:J13:phenoname:Pneumonia due to Streptococcus pneumoniae
483	Pneumonia due to other specified organism	
487	Influenza	
4870	Influenza with pneumonia	ICD10_code:J129:phenoname:Viral pneumonia, unspecified|ICD10_code:J1100:phenoname:Influenza due to unidentified influenza virus with unspecified type of pneumonia
4881	Influenza due to identified 2009 H1N1 influenza virus	
491	Chronic bronchitis	
493	Asthma	
508	Respiratory conditions due to other and unspecified external agents	
511	Pleurisy	
51289	Other pneumothorax	ICD10_code:J939:phenoname:Pneumothorax, unspecified|ICD10_code:J9383:phenoname:Other pneumothorax
514	Pulmonary congestion and hypostasis	ICD10_code:J811:phenoname:Chronic pulmonary edema|ICD10_code:J182:phenoname:Hypostatic pneumonia, unspecified organism
516	Other alveolar and parietoalveolar pneumonopathy	
5188	Other diseases of lung	
51881	Acute respiratory failure	ICD10_code:J9690:phenoname:Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia|ICD10_code:J9600:phenoname:Acute respiratory failure, unspecified whether with hypoxia or hypercapnia
5191	Other diseases of trachea and bronchus, not elsewhere classified	
51919	Other diseases of trachea and bronchus	ICD10_code:J9809:phenoname:Other diseases of bronchus, not elsewhere classified|ICD10_code:J398:phenoname:Other specified diseases of upper respiratory tract
5217	Intrinsic posteruptive color changes	
5280	Stomatitis and mucositis (ulcerative)	
52800	Stomatitis and mucositis, unspecified	ICD10_code:K1230:phenoname:Oral mucositis (ulcerative), unspecified|ICD10_code:K122:phenoname:Cellulitis and abscess of mouth
52801	Mucositis (ulcerative) due to antineoplastic therapy	ICD10_code:K1233:phenoname:Oral mucositis (ulcerative) due to radiation|ICD10_code:K1231:phenoname:Oral mucositis (ulcerative) due to antineoplastic therapy
52809	Other stomatitis and mucositis (ulcerative)	ICD10_code:K1239:phenoname:Other oral mucositis (ulcerative)|ICD10_code:K121:phenoname:Other forms of stomatitis
5287	Other disturbances of oral epithelium, including tongue	
5289	Other and unspecified diseases of the oral soft tissues	ICD10_code:K1379:phenoname:Other lesions of oral mucosa|ICD10_code:K1370:phenoname:Unspecified lesions of oral mucosa
5291	Geographic tongue	
531	Gastric ulcer	
53510	Atrophic gastritis, without mention of hemorrhage	ICD10_code:K2950:phenoname:Unspecified chronic gastritis without bleeding|ICD10_code:K2940:phenoname:Chronic atrophic gastritis without bleeding
53511	Atrophic gastritis, with hemorrhage	ICD10_code:K2951:phenoname:Unspecified chronic gastritis with bleeding|ICD10_code:K2941:phenoname:Chronic atrophic gastritis with bleeding
550	Inguinal hernia	
556	Ulcerative colitis	
5648	Other specified functional disorders of intestine	
56989	Other specified disorders of intestine	ICD10_code:K6389:phenoname:Other specified diseases of intestine|ICD10_code:K634:phenoname:Enteroptosis
570	Acute and subacute necrosis of liver	ICD10_code:K762:phenoname:Central hemorrhagic necrosis of liver|ICD10_code:K7200:phenoname:Acute and subacute hepatic failure without coma
5715	Cirrhosis of liver without mention of alcohol	ICD10_code:K7469:phenoname:Other cirrhosis of liver|ICD10_code:K7460:phenoname:Unspecified cirrhosis of liver|ICD10_code:K740:phenoname:Hepatic fibrosis
5718	Other chronic nonalcoholic liver disease	ICD10_code:K7689:phenoname:Other specified diseases of liver|ICD10_code:K760:phenoname:Fatty (change of) liver, not elsewhere classified
5722	Hepatic encephalopathy	ICD10_code:K7291:phenoname:Hepatic failure, unspecified with coma|ICD10_code:K7290:phenoname:Hepatic failure, unspecified without coma
5728	Other sequelae of chronic liver disease	ICD10_code:K7290:phenoname:Hepatic failure, unspecified without coma|ICD10_code:K7210:phenoname:Chronic hepatic failure without coma
5738	Other specified disorders of liver	ICD10_code:K7689:phenoname:Other specified diseases of liver|ICD10_code:K761:phenoname:Chronic passive congestion of liver
574	Cholelithiasis	
5792	Blind loop syndrome	
5798	Other specified intestinal malabsorption	ICD10_code:K9089:phenoname:Other intestinal malabsorption|ICD10_code:K9049:phenoname:Malabsorption due to intolerance, not elsewhere classified|ICD10_code:K9041:phenoname:Non-celiac gluten sensitivity
583	Nephritis and nephropathy, not specified as acute or chronic	
584	Acute kidney failure	
588	Disorders resulting from impaired renal function	
5901	Acute pyelonephritis	
5908	Other pyelonephritis or pyonephrosis, not specified as acute or chronic	
592	Calculus of kidney and ureter	
593	Other disorders of kidney and ureter	
59370	Vesicoureteral reflux unspecified or without reflux nephropathy	ICD10_code:N1371:phenoname:Vesicoureteral-reflux without reflux nephropathy|ICD10_code:N1370:phenoname:Vesicoureteral-reflux, unspecified
59389	Other specified disorders of kidney and ureter	ICD10_code:N2889:phenoname:Other specified disorders of kidney and ureter|ICD10_code:N2882:phenoname:Megaloureter
595	Cystitis	
5959	Cystitis, unspecified	ICD10_code:N3091:phenoname:Cystitis, unspecified with hematuria|ICD10_code:N3090:phenoname:Cystitis, unspecified without hematuria
596	Other disorders of bladder	
59780	Urethritis, unspecified	ICD10_code:N342:phenoname:Other urethritis|ICD10_code:N341:phenoname:Nonspecific urethritis
598	Urethral stricture	
599	Other disorders of urethra and urinary tract	
5996	Urinary obstruction	
5997	Hematuria	
59972	Microscopic hematuria	ICD10_code:R3129:phenoname:Other microscopic hematuria|ICD10_code:R3121:phenoname:Asymptomatic microscopic hematuria|ICD10_code:R311:phenoname:Benign essential microscopic hematuria
60889	Other specified disorders of male genital organs	ICD10_code:N5312:phenoname:Painful ejaculation|ICD10_code:N5089:phenoname:Other specified disorders of the male genital organs|ICD10_code:N5082:phenoname:Scrotal pain|ICD10_code:N50819:phenoname:Testicular pain, unspecified|ICD10_code:N50812:phenoname:Left testicular pain|ICD10_code:N50811:phenoname:Right testicular pain|ICD10_code:N503:phenoname:Cyst of epididymis|ICD10_code:N448:phenoname:Other noninflammatory disorders of the testis|ICD10_code:N442:phenoname:Benign cyst of testis
615	Inflammatory diseases of uterus, except cervix	
616	Inflammatory disease of cervix, vagina, and vulva	
617	Endometriosis	
6208	Other noninflammatory disorders of ovary, fallopian tube, and broad ligament	ICD10_code:N9983:phenoname:Residual ovary syndrome|ICD10_code:N838:phenoname:Other noninflammatory disorders of ovary, fallopian tube and broad ligament
6240	Dystrophy of vulva	
6259	Unspecified symptom associated with female genital organs	ICD10_code:R102:phenoname:Pelvic and perineal pain|ICD10_code:N9489:phenoname:Other specified conditions associated with female genital organs and menstrual cycle
626	Disorders of menstruation and other abnormal bleeding from female genital tract	
6264	Irregular menstrual cycle	ICD10_code:N926:phenoname:Irregular menstruation, unspecified|ICD10_code:N925:phenoname:Other specified irregular menstruation
627	Menopausal and postmenopausal disorders	
6298	Other specified disorders of female genital organs	
633	Ectopic pregnancy	
6330	Abdominal pregnancy	
64181	Other antepartum hemorrhage, delivered, with or without mention of antepartum condition	ICD10_code:O678:phenoname:Other intrapartum hemorrhage|ICD10_code:O468X3:phenoname:Other antepartum hemorrhage, third trimester|ICD10_code:O468X2:phenoname:Other antepartum hemorrhage, second trimester|ICD10_code:O468X1:phenoname:Other antepartum hemorrhage, first trimester
64183	Other antepartum hemorrhage, antepartum condition or complication	ICD10_code:O468X3:phenoname:Other antepartum hemorrhage, third trimester|ICD10_code:O468X2:phenoname:Other antepartum hemorrhage, second trimester|ICD10_code:O468X1:phenoname:Other antepartum hemorrhage, first trimester
64191	Unspecified antepartum hemorrhage, delivered, with or without mention of antepartum condition	ICD10_code:O679:phenoname:Intrapartum hemorrhage, unspecified|ICD10_code:O4693:phenoname:Antepartum hemorrhage, unspecified, third trimester|ICD10_code:O4692:phenoname:Antepartum hemorrhage, unspecified, second trimester|ICD10_code:O4691:phenoname:Antepartum hemorrhage, unspecified, first trimester
64193	Unspecified antepartum hemorrhage, antepartum condition or complication	ICD10_code:O4693:phenoname:Antepartum hemorrhage, unspecified, third trimester|ICD10_code:O4692:phenoname:Antepartum hemorrhage, unspecified, second trimester|ICD10_code:O4691:phenoname:Antepartum hemorrhage, unspecified, first trimester
64240	Mild or unspecified pre-eclampsia, unspecified as to episode of care or not applicable	ICD10_code:O1490:phenoname:Unspecified pre-eclampsia, unspecified trimester|ICD10_code:O1400:phenoname:Mild to moderate pre-eclampsia, unspecified trimester
64241	Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition	ICD10_code:O1494:phenoname:Unspecified pre-eclampsia, complicating childbirth|ICD10_code:O1493:phenoname:Unspecified pre-eclampsia, third trimester|ICD10_code:O1492:phenoname:Unspecified pre-eclampsia, second trimester|ICD10_code:O1404:phenoname:Mild to moderate pre-eclampsia, complicating childbirth|ICD10_code:O1403:phenoname:Mild to moderate pre-eclampsia, third trimester|ICD10_code:O1402:phenoname:Mild to moderate pre-eclampsia, second trimester
64243	Mild or unspecified pre-eclampsia, antepartum condition or complication	ICD10_code:O1493:phenoname:Unspecified pre-eclampsia, third trimester|ICD10_code:O1492:phenoname:Unspecified pre-eclampsia, second trimester|ICD10_code:O1403:phenoname:Mild to moderate pre-eclampsia, third trimester|ICD10_code:O1402:phenoname:Mild to moderate pre-eclampsia, second trimester
64421	Early onset of delivery, delivered, with or without mention of antepartum condition	ICD10_code:O6014X0:phenoname:Preterm labor third trimester with preterm delivery third trimester, not applicable or unspecified|ICD10_code:O6013X0:phenoname:Preterm labor second trimester with preterm delivery third trimester, not applicable or unspecified|ICD10_code:O6012X0:phenoname:Preterm labor second trimester with preterm delivery second trimester, not applicable or unspecified
64501	Prolonged pregnancy, delivered, with or without mention of antepartum condition	
64503	Prolonged pregnancy, antepartum condition or complication	
64610	Edema or excessive weight gain in pregnancy, without mention of hypertension, unspecified as to episode of care or not applicable	ICD10_code:O2600:phenoname:Excessive weight gain in pregnancy, unspecified trimester|ICD10_code:O1220:phenoname:Gestational edema with proteinuria, unspecified trimester|ICD10_code:O1200:phenoname:Gestational edema, unspecified trimester
64611	Edema or excessive weight gain in pregnancy, without mention of hypertension, delivered, with or without mention of antepartum complication	ICD10_code:O2603:phenoname:Excessive weight gain in pregnancy, third trimester|ICD10_code:O2602:phenoname:Excessive weight gain in pregnancy, second trimester|ICD10_code:O2601:phenoname:Excessive weight gain in pregnancy, first trimester|ICD10_code:O1224:phenoname:Gestational edema with proteinuria, complicating childbirth|ICD10_code:O1223:phenoname:Gestational edema with proteinuria, third trimester|ICD10_code:O1222:phenoname:Gestational edema with proteinuria, second trimester|ICD10_code:O1221:phenoname:Gestational edema with proteinuria, first trimester|ICD10_code:O1204:phenoname:Gestational edema, complicating childbirth|ICD10_code:O1203:phenoname:Gestational edema, third trimester|ICD10_code:O1202:phenoname:Gestational edema, second trimester|ICD10_code:O1201:phenoname:Gestational edema, first trimester
64613	Edema or excessive weight gain in pregnancy, without mention of hypertension, antepartum condition or complication	ICD10_code:O2603:phenoname:Excessive weight gain in pregnancy, third trimester|ICD10_code:O2602:phenoname:Excessive weight gain in pregnancy, second trimester|ICD10_code:O2601:phenoname:Excessive weight gain in pregnancy, first trimester|ICD10_code:O1223:phenoname:Gestational edema with proteinuria, third trimester|ICD10_code:O1222:phenoname:Gestational edema with proteinuria, second trimester|ICD10_code:O1221:phenoname:Gestational edema with proteinuria, first trimester|ICD10_code:O1203:phenoname:Gestational edema, third trimester|ICD10_code:O1202:phenoname:Gestational edema, second trimester|ICD10_code:O1201:phenoname:Gestational edema, first trimester
64621	Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with or without mention of antepartum condition	ICD10_code:O26833:phenoname:Pregnancy related renal disease, third trimester|ICD10_code:O26832:phenoname:Pregnancy related renal disease, second trimester|ICD10_code:O26831:phenoname:Pregnancy related renal disease, first trimester|ICD10_code:O1214:phenoname:Gestational proteinuria, complicating childbirth
64623	Unspecified renal disease in pregnancy, without mention of hypertension, antepartum condition or complication	ICD10_code:O26833:phenoname:Pregnancy related renal disease, third trimester|ICD10_code:O26832:phenoname:Pregnancy related renal disease, second trimester|ICD10_code:O26831:phenoname:Pregnancy related renal disease, first trimester
64680	Other specified complications of pregnancy, unspecified as to episode of care or not applicable	ICD10_code:O9989:phenoname:Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium|ICD10_code:O26819:phenoname:Pregnancy related exhaustion and fatigue, unspecified trimester
64681	Other specified complications of pregnancy, delivered, with or without mention of antepartum condition	ICD10_code:O9989:phenoname:Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium|ICD10_code:O26893:phenoname:Other specified pregnancy related conditions, third trimester|ICD10_code:O26892:phenoname:Other specified pregnancy related conditions, second trimester|ICD10_code:O26891:phenoname:Other specified pregnancy related conditions, first trimester|ICD10_code:O26813:phenoname:Pregnancy related exhaustion and fatigue, third trimester|ICD10_code:O26812:phenoname:Pregnancy related exhaustion and fatigue, second trimester|ICD10_code:O26811:phenoname:Pregnancy related exhaustion and fatigue, first trimester|ICD10_code:O2643:phenoname:Herpes gestationis, third trimester|ICD10_code:O2642:phenoname:Herpes gestationis, second trimester|ICD10_code:O2641:phenoname:Herpes gestationis, first trimester|ICD10_code:O2613:phenoname:Low weight gain in pregnancy, third trimester|ICD10_code:O2612:phenoname:Low weight gain in pregnancy, second trimester|ICD10_code:O2611:phenoname:Low weight gain in pregnancy, first trimester
64682	Other specified complications of pregnancy, delivered, with mention of postpartum complication	ICD10_code:O26893:phenoname:Other specified pregnancy related conditions, third trimester|ICD10_code:O26892:phenoname:Other specified pregnancy related conditions, second trimester|ICD10_code:O26891:phenoname:Other specified pregnancy related conditions, first trimester
64683	Other specified complications of pregnancy, antepartum condition or complication	ICD10_code:O26891:phenoname:Other specified pregnancy related conditions, first trimester|ICD10_code:O26813:phenoname:Pregnancy related exhaustion and fatigue, third trimester|ICD10_code:O26812:phenoname:Pregnancy related exhaustion and fatigue, second trimester|ICD10_code:O26811:phenoname:Pregnancy related exhaustion and fatigue, first trimester|ICD10_code:O2643:phenoname:Herpes gestationis, third trimester|ICD10_code:O2642:phenoname:Herpes gestationis, second trimester|ICD10_code:O2641:phenoname:Herpes gestationis, first trimester|ICD10_code:O2613:phenoname:Low weight gain in pregnancy, third trimester|ICD10_code:O2612:phenoname:Low weight gain in pregnancy, second trimester|ICD10_code:O2611:phenoname:Low weight gain in pregnancy, first trimester|ICD10_code:O9989:phenoname:Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium|ICD10_code:O26893:phenoname:Other specified pregnancy related conditions, third trimester|ICD10_code:O26892:phenoname:Other specified pregnancy related conditions, second trimester
64811	Thyroid dysfunction of mother, delivered, with or without mention of antepartum condition	ICD10_code:O99284:phenoname:Endocrine, nutritional and metabolic diseases complicating childbirth|ICD10_code:O99283:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, third trimester|ICD10_code:O99282:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, second trimester|ICD10_code:O99281:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester
64813	Thyroid dysfunction of mother, antepartum condition or complication	ICD10_code:O99283:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, third trimester|ICD10_code:O99282:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, second trimester|ICD10_code:O99281:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester
64814	Thyroid dysfunction of mother, postpartum condition or complication	ICD10_code:O99285:phenoname:Endocrine, nutritional and metabolic diseases complicating the puerperium|ICD10_code:O905:phenoname:Postpartum thyroiditis
64831	Drug dependence of mother, delivered, with or without mention of antepartum condition	ICD10_code:O99324:phenoname:Drug use complicating childbirth|ICD10_code:O99323:phenoname:Drug use complicating pregnancy, third trimester|ICD10_code:O99322:phenoname:Drug use complicating pregnancy, second trimester|ICD10_code:O99321:phenoname:Drug use complicating pregnancy, first trimester
64833	Drug dependence of mother, antepartum condition or complication	ICD10_code:O99323:phenoname:Drug use complicating pregnancy, third trimester|ICD10_code:O99322:phenoname:Drug use complicating pregnancy, second trimester|ICD10_code:O99321:phenoname:Drug use complicating pregnancy, first trimester
64841	Mental disorders of mother, delivered, with or without mention of antepartum condition	ICD10_code:O99344:phenoname:Other mental disorders complicating childbirth|ICD10_code:O99343:phenoname:Other mental disorders complicating pregnancy, third trimester|ICD10_code:O99342:phenoname:Other mental disorders complicating pregnancy, second trimester|ICD10_code:O99341:phenoname:Other mental disorders complicating pregnancy, first trimester
64842	Mental disorders of mother, delivered, with mention of postpartum complication	ICD10_code:O99345:phenoname:Other mental disorders complicating the puerperium|ICD10_code:O906:phenoname:Postpartum mood disturbance
64843	Mental disorders of mother, antepartum condition or complication	ICD10_code:O99343:phenoname:Other mental disorders complicating pregnancy, third trimester|ICD10_code:O99342:phenoname:Other mental disorders complicating pregnancy, second trimester|ICD10_code:O99341:phenoname:Other mental disorders complicating pregnancy, first trimester
64851	Congenital cardiovascular disorders of mother, delivered, with or without mention of antepartum condition	ICD10_code:O9942:phenoname:Diseases of the circulatory system complicating childbirth|ICD10_code:O99413:phenoname:Diseases of the circulatory system complicating pregnancy, third trimester|ICD10_code:O99412:phenoname:Diseases of the circulatory system complicating pregnancy, second trimester|ICD10_code:O99411:phenoname:Diseases of the circulatory system complicating pregnancy, first trimester
64853	Congenital cardiovascular disorders of mother, antepartum condition or complication	ICD10_code:O99413:phenoname:Diseases of the circulatory system complicating pregnancy, third trimester|ICD10_code:O99412:phenoname:Diseases of the circulatory system complicating pregnancy, second trimester|ICD10_code:O99411:phenoname:Diseases of the circulatory system complicating pregnancy, first trimester
64861	Other cardiovascular diseases of mother, delivered, with or without mention of antepartum condition	ICD10_code:O9942:phenoname:Diseases of the circulatory system complicating childbirth|ICD10_code:O99413:phenoname:Diseases of the circulatory system complicating pregnancy, third trimester|ICD10_code:O99412:phenoname:Diseases of the circulatory system complicating pregnancy, second trimester|ICD10_code:O99411:phenoname:Diseases of the circulatory system complicating pregnancy, first trimester
64863	Other cardiovascular diseases of mother, antepartum condition or complication	ICD10_code:O99413:phenoname:Diseases of the circulatory system complicating pregnancy, third trimester|ICD10_code:O99412:phenoname:Diseases of the circulatory system complicating pregnancy, second trimester|ICD10_code:O99411:phenoname:Diseases of the circulatory system complicating pregnancy, first trimester
64881	Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition	ICD10_code:O99814:phenoname:Abnormal glucose complicating childbirth|ICD10_code:O99810:phenoname:Abnormal glucose complicating pregnancy|ICD10_code:O24429:phenoname:Gestational diabetes mellitus in childbirth, unspecified control|ICD10_code:O24425:phenoname:Gestational diabetes mellitus in childbirth, controlled by oral hypoglycemic drugs|ICD10_code:O24419:phenoname:Gestational diabetes mellitus in pregnancy, unspecified control
64883	Abnormal glucose tolerance of mother, antepartum condition or complication	ICD10_code:O99810:phenoname:Abnormal glucose complicating pregnancy|ICD10_code:O24419:phenoname:Gestational diabetes mellitus in pregnancy, unspecified control|ICD10_code:O24415:phenoname:Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs
64884	Abnormal glucose tolerance of mother, postpartum condition or complication	ICD10_code:O99815:phenoname:Abnormal glucose complicating the puerperium|ICD10_code:O24439:phenoname:Gestational diabetes mellitus in the puerperium, unspecified control|ICD10_code:O24435:phenoname:Gestational diabetes mellitus in puerperium, controlled by oral hypoglycemic drugs
64891	Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition	ICD10_code:O99284:phenoname:Endocrine, nutritional and metabolic diseases complicating childbirth|ICD10_code:O252:phenoname:Malnutrition in childbirth
64893	Other current conditions classifiable elsewhere of mother, antepartum condition or complication	ICD10_code:O99283:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, third trimester|ICD10_code:O99282:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, second trimester|ICD10_code:O99281:phenoname:Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester|ICD10_code:O2513:phenoname:Malnutrition in pregnancy, third trimester|ICD10_code:O2512:phenoname:Malnutrition in pregnancy, second trimester|ICD10_code:O2511:phenoname:Malnutrition in pregnancy, first trimester
64894	Other current conditions classifiable elsewhere of mother, postpartum condition or complication	ICD10_code:O9A23:phenoname:Injury, poisoning and certain other consequences of external causes complicating the puerperium|ICD10_code:O9963:phenoname:Diseases of the digestive system complicating the puerperium|ICD10_code:O9953:phenoname:Diseases of the respiratory system complicating the puerperium|ICD10_code:O99285:phenoname:Endocrine, nutritional and metabolic diseases complicating the puerperium|ICD10_code:O253:phenoname:Malnutrition in the puerperium
64901	Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O99334:phenoname:Smoking (tobacco) complicating childbirth|ICD10_code:O99333:phenoname:Smoking (tobacco) complicating pregnancy, third trimester|ICD10_code:O99332:phenoname:Smoking (tobacco) complicating pregnancy, second trimester|ICD10_code:O99331:phenoname:Smoking (tobacco) complicating pregnancy, first trimester
64903	Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	ICD10_code:O99333:phenoname:Smoking (tobacco) complicating pregnancy, third trimester|ICD10_code:O99332:phenoname:Smoking (tobacco) complicating pregnancy, second trimester|ICD10_code:O99331:phenoname:Smoking (tobacco) complicating pregnancy, first trimester
64911	Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O99214:phenoname:Obesity complicating childbirth|ICD10_code:O99213:phenoname:Obesity complicating pregnancy, third trimester|ICD10_code:O99212:phenoname:Obesity complicating pregnancy, second trimester|ICD10_code:O99211:phenoname:Obesity complicating pregnancy, first trimester
64913	Obesity complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	ICD10_code:O99213:phenoname:Obesity complicating pregnancy, third trimester|ICD10_code:O99212:phenoname:Obesity complicating pregnancy, second trimester|ICD10_code:O99211:phenoname:Obesity complicating pregnancy, first trimester
64921	Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	ICD10_code:O99844:phenoname:Bariatric surgery status complicating childbirth|ICD10_code:O99843:phenoname:Bariatric surgery status complicating pregnancy, third trimester|ICD10_code:O99842:phenoname:Bariatric surgery status complicating pregnancy, second trimester|ICD10_code:O99841:phenoname:Bariatric surgery status complicating pregnancy, first trimester
64923	Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	ICD10_code:O99843:phenoname:Bariatric surgery status complicating pregnancy, third trimester|ICD10_code:O99842:phenoname:Bariatric surgery status complicating pregnancy, second trimester|ICD10_code:O99841:phenoname:Bariatric surgery status complicating pregnancy, first trimester
